personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Extrovert,6.674803534,1.236517509,10,5.132053846,5.016596561,7.558925212,3.91241643,6.989319124,5.61266978,5.250720273,5.432533286,7.686890276,8.769880614,6.844663199,6.657244335,9.93806278,4.627209892,4.852579889,5.341282451,4.603041821,7.365499815,3.103318303,8.716116024,5.999586257,8.175954195,9.284391644,10,9.532744782,7.638547257
Introvert,3.593416574,8.529599179,4.971531112,8.581046109,4.107943813,3.129136212,6.267855915,7.283001439,6.507125381,9.266158578,4.754202545,0.394887075,1.897897521,7.120734395,6.259858041,0.970880458,6.376981719,6.984880416,4.544121824,1.408133144,5.235937075,7.719300406,3.477478974,4.824811528,4.476008693,4.863592852,6.800233462,2.971551074,2.960276066
Introvert,5.341429538,5.482763926,4.644785124,8.191099528,3.757375507,2.24339038,8.38493367,7.900780284,7.919462862,8.859468706,1.961636377,2.002144664,3.117312899,5.296776742,6.841826515,3.577449024,6.758946906,6.47049453,7.280576731,3.307658748,1.937851546,5.432270931,4.327654857,3.96494112,2.631057283,4.998060177,6.32495502,3.207066384,7.077089414
Introvert,3.510666265,4.707230967,2.18817841,9.374301176,2.133589783,0.870238622,6.694214641,5.81995576,4.618281036,8.833302337,4.314589308,1.999355185,4.446072254,3.489208383,7.129429982,3.637549763,6.514765548,7.937371444,6.968667636,5.017731099,1.411143887,9.460607257,2.806927392,4.726078932,6.639968285,2.639380706,3.317506911,5.736159483,6.908964973
Ambivert,5.106183685,8.242031877,4.939544856,8.552310878,2.238414642,6.962154583,9.102146759,4.375675085,5.170540676,8.856343145,7.593502038,4.877030909,8.139795901,7.434941371,5.255294615,2.842953231,5.571829722,5.751875893,5.634870784,4.900487247,3.741955217,5.53375817,3.766350393,3.730875751,4.864576165,6.95134391,8.905551435,6.476303605,4.519773394
Introvert,1.055926141,9.569831252,0.636406746,6.824271946,2.631780189,2.089878751,8.277855076,6.534069367,6.011229178,6.706517917,5.746058951,3.009041689,1.767763051,2.554970436,4.670633467,3.059253042,4.445680569,3.288378501,6.105113095,4.19438639,4.711484481,10,3.645332446,7.070929982,2.295597343,6.276228788,4.591267182,3.930604874,6.752690428
Ambivert,5.351726258,5.494402196,5.062187214,8.123730984,3.485959823,4.98488496,6.387721614,6.231207123,7.66442363,5.539570493,5.927012744,6.140812181,3.83225853,7.611961812,4.666242358,7.736694027,3.595498303,4.34761619,4.85542196,3.823376724,7.88507988,5.993802893,6.151186333,7.51459697,5.38053423,7.36992449,9.419203909,2.766644345,8.504280466
Extrovert,6.00177527,0,8.25596014,5.895104897,8.314613629,9.670604427,4.023423058,5.647120448,4.457593195,5.836425482,7.507194621,9.131258237,7.855240906,8.819989986,4.833342706,9.682321046,6.965917942,4.574913079,4.564615621,8.199403532,5.984406369,3.811661199,5.424490173,7.994279908,5.714788044,6.732650657,10,8.986827916,5.466294769
Ambivert,5.035113668,4.81290469,7.750268648,5.379361017,4.918722141,4.634248705,5.506733879,5.126102953,6.91452074,7.55695827,8.239100028,6.9873206,4.410509332,6.407966428,4.146569246,3.15116834,8.371352203,5.240232223,7.270887728,2.86002536,5.153300139,6.266960144,6.270885746,4.993531775,6.172028131,4.61741007,7.161794003,7.450196632,5.226023324
Introvert,2.905413527,8.67312807,2.586790488,6.362683889,2.810598618,0.800931621,8.301373581,8.209615325,3.368083029,6.735238808,5.420844952,3.437884354,2.098384266,8.451573552,7.173610184,4.445452153,3.293756858,6.994830789,6.754791022,1.14809078,2.588060831,8.658541354,4.764123433,4.374498132,3.804242331,4.723553056,5.287151164,2.090694979,9.398488579
Introvert,0,7.309664395,2.499428971,8.421831097,5.015092339,0.064763874,8.909792591,6.937619599,7.284165901,7.349421935,7.251483284,2.620157373,2.202854641,8.743706671,7.197271032,4.73060852,4.336058665,4.667570301,7.264228932,3.774803733,0.084596249,10,5.624266618,3.988182902,6.361454833,2.620908,7.536362652,4.17844657,4.989055699
Ambivert,7.582483307,7.84187532,5.934075716,7.696961862,8.888784736,6.413508536,3.727128071,9.159845699,7.895930314,3.843016711,5.64433826,6.538255513,6.175249954,6.093738588,4.303017961,6.607063901,4.282202598,5.812907627,7.320560238,7.671441972,4.863190055,9.428525386,6.577323968,4.872449189,2.866726935,5.936466394,5.149135011,6.856826427,4.540012718
Introvert,1.14221779,8.943845649,4.275843513,6.111074759,3.545231267,0.62257615,5.56246949,6.438731437,5.729022893,5.354503341,1.991858581,1.867254312,4.153733428,6.281005679,7.119649169,4.156701646,3.515386167,6.492352364,7.643874354,1.548153513,2.608228628,10,4.410519426,4.249151835,3.271443387,4.435727838,4.234491087,4.409982015,10
Introvert,2.721061198,6.615260477,5.32920185,6.129277107,4.793453181,5.453846701,8.226937103,8.592302738,5.421994188,5.774366494,2.492349318,3.432583003,4.466855363,6.611217161,5.600360749,4.905013548,5.706343124,5.058560102,7.812879354,6.3121352,1.420013364,8.971255268,3.926819594,4.207104667,3.183792484,6.251707206,3.695341578,5.459343592,5.394105592
Introvert,3.800749869,5.606260035,1.95086686,8.878422501,5.383943441,4.118914399,7.706564966,9.065889399,5.674858327,7.791955554,4.676517273,5.584275616,2.888392019,7.149130211,7.276991952,0,7.10842826,3.06101128,7.618592758,3.228584592,2.789728756,5.979555771,4.913879086,5.188194209,5.639604262,4.930017776,7.638564057,4.660242453,5.151115236
Introvert,4.962824577,9.311953024,2.743552442,8.207282924,2.019767039,3.04882697,8.753822553,6.115730481,7.108869747,5.159952536,2.233336269,3.62323944,3.126853958,3.911586603,10,5.008108215,4.211581379,8.615441557,7.445078801,4.414904397,2.478828524,7.171500392,3.154018064,7.413878634,3.696885642,6.12211801,6.5249202,2.157921501,7.579764667
Introvert,1.81177049,9.261543114,3.205431317,9.281924061,1.611906028,0,7.409138969,7.708977278,3.65036799,8.354830084,2.869318077,2.654628042,4.12381514,6.452700975,6.7026247,4.192467538,7.498796484,6.555015014,5.877940617,3.040043854,4.877004472,10,4.937348117,4.044518958,5.082521723,3.461066716,4.741304376,2.733285205,8.709701781
Extrovert,4.236222109,4.134095818,7.600622785,4.437269221,7.611382253,7.306425043,6.514549808,6.726967812,7.824798238,3.246190251,8.683862887,5.599981991,10,9.476412468,4.687684533,8.051984033,7.899443601,8.26025195,6.504952547,8.029592931,6.663550099,3.163538755,4.812026294,7.367500985,6.849092717,6.66552387,8.764264825,4.381037237,9.596923413
Extrovert,9.617995574,5.528020899,7.069263454,4.553759513,8.706434135,7.708772737,6.632494643,3.861146398,5.009053162,5.921850946,5.918391103,7.447557978,7.630793687,5.490804348,4.781178322,8.76387499,10,4.751501514,8.022799188,5.254474696,9.348804238,3.904495413,5.337923328,6.132789064,6.508082457,9.886863049,8.258447496,7.341864797,5.662950277
Extrovert,6.12575767,3.686504701,7.614544112,4.242401484,6.813861849,6.094874005,6.524632484,7.263813638,8.998793859,5.085450033,8.055713784,7.2180849,4.227522727,8.480774411,2.429449267,7.80693304,8.987151462,4.402683689,3.95562933,3.990626806,8.262898898,4.333502242,7.301601207,8.402614195,7.337217007,6.85765593,6.269141052,8.712215308,6.682761341
Introvert,3.539164865,8.140731595,1.172706055,8.059827863,1.302801257,2.711221689,9.339858933,7.487838916,5.450068286,8.837677415,2.976252233,4.390630657,0.453937143,3.10395546,7.666125396,7.182737397,7.316426757,5.396571121,10,6.601869767,2.893272105,9.284100175,0,4.833284356,3.924356611,4.087528908,3.327935291,2.628925473,7.43674694
Ambivert,6.13238455,6.64669599,4.590631456,6.984790649,8.105970056,4.258970087,7.598846216,5.464966499,4.666108257,7.279615971,6.325207511,4.432406684,7.986799169,7.66272904,5.755421867,4.697725018,7.289498742,7.098274489,6.398439326,5.120444347,6.220755137,6.813029674,4.145342954,7.16409748,2.486224576,7.19396033,4.400346359,6.739209827,6.214612608
Ambivert,0.621955851,7.352174848,3.650414161,3.971785246,7.026967935,7.890045422,4.465873623,5.898766886,6.239709464,4.69218538,3.695764543,9.655325394,6.161944759,5.481239482,6.348638921,4.534806057,5.613302156,6.35717063,4.396936807,4.96119707,5.555745132,7.788959622,4.845561077,6.540814118,5.075326403,6.932021035,7.226047424,8.617456461,7.317388912
Introvert,0.577744843,9.031135152,3.018201983,7.931454106,3.573383222,0.593223639,9.46809896,7.007999442,6.495334738,6.33194821,2.297916815,2.048615074,0.396628834,5.028326253,8.025826606,2.484376848,5.401008097,5.221917005,8.009144351,3.622757772,4.039898239,8.556046111,2.90191588,4.906063972,2.955549837,5.987683048,4.479391422,3.54975693,9.256806071
Extrovert,7.30878319,3.047159304,7.412651451,3.339447158,6.453789365,10,10,6.969782945,5.62208796,4.064995112,8.026054119,5.412280834,8.66930622,8.763159682,8.061292648,8.811342852,8.454048931,2.640364665,5.938188514,6.493508205,4.771914019,4.994990115,10,7.87555538,8.745123447,6.530761737,6.29414303,5.963777676,3.803306181
Introvert,0,9.452413932,2.18176161,7.253581876,1.818548061,0.349341585,7.222754447,6.825903584,3.4326074,7.273754606,2.324191595,5.628704339,2.236736492,4.596290869,5.576412753,3.24419631,4.82903716,7.435862366,8.911163396,3.705069523,4.71116835,6.375767447,4.183437239,4.214577729,3.710465106,5.55331393,6.405130895,4.182332531,6.388440703
Ambivert,3.492923086,5.644232713,5.523953506,6.939976853,4.592430867,3.701485954,5.796909992,4.600325986,5.402463096,7.866341636,4.208647602,3.473498489,5.580378565,7.162830705,3.99958348,5.096567771,8.725265649,3.200222895,3.759156936,1.810499398,4.843184815,5.528488682,7.089457752,6.250448946,3.858113922,7.8700247,6.876625541,2.651488597,6.19561785
Ambivert,5.68431784,4.768116191,1.789927982,7.223813607,8.544479922,6.600221857,6.252476627,6.999859573,8.279060201,3.351200458,9.181421776,3.455559588,2.414707046,3.721130951,4.634978081,5.690425641,6.788467904,4.536925004,5.832317126,5.960895885,4.463357378,6.983623249,4.420083308,6.264587726,5.276984427,7.831012088,7.922151376,5.839337894,5.74726011
Ambivert,5.367274522,5.68220465,5.024490569,7.178422129,5.462069192,6.481866888,6.12756258,6.103657378,9.443586123,7.836116283,5.495554104,5.743415741,4.123558567,6.848820254,6.883793665,6.145585674,6.712108982,7.321572731,6.813736323,2.39750596,3.585791685,5.876218198,7.188863074,7.664739815,7.333968117,5.833607159,9.617976826,5.917187084,6.1121451
Introvert,3.453981646,7.521359381,3.291924694,9.218287466,4.349326701,1.59716996,7.52721647,7.126842028,10,7.407593552,2.589970253,3.516779995,4.187181235,6.955776573,6.938777633,4.486866904,5.128833824,7.972782045,8.792629963,3.725615564,5.194031014,8.476752441,5.021286371,3.194401558,2.424092136,3.211473333,7.068483593,5.659384593,6.781318733
Extrovert,8.673831468,2.871227785,9.462204939,4.416943356,10,7.657235709,6.466337759,6.375774288,5.988467017,4.482856214,8.30015702,8.345452524,7.817945514,7.977412332,3.672609655,7.660550204,9.92440902,6.24383987,4.460559695,7.981509796,7.419407252,7.415466747,6.693587098,10,6.028875314,5.71190007,9.281414339,4.899018541,5.159634535
Introvert,0.47725565,6.730857925,3.913682975,5.857238978,6.766219038,1.01359899,9.708180503,9.294742593,7.526841501,6.233851256,2.560600902,1.625736371,3.088338279,6.385800848,6.364039399,3.83215676,6.311026897,4.308198285,5.424817034,4.989860965,3.219568137,6.797529974,2.114988727,7.572597784,6.823036581,3.618251433,5.316686047,3.314543464,5.06492852
Extrovert,6.072727605,4.49852367,9.905732856,3.627072315,8.233216089,7.249318244,3.807954922,3.857388308,5.846969535,6.202565352,8.159828489,7.466930426,8.232268179,8.398089141,6.718997289,9.437527391,5.413177536,3.168353569,3.556232473,7.963065695,8.819068775,5.643737251,6.011967148,5.252455447,7.683284275,8.229345281,9.475562255,8.411230349,5.742369177
Extrovert,9.142049284,3.320733936,5.849864771,4.662397926,10,9.568610522,5.849904294,7.882813103,6.306054266,5.413814186,8.736242321,6.606371104,7.688046095,5.074110263,6.243938515,7.005821003,7.218270844,8.67253347,5.953189794,6.82934613,7.043386742,0.906201775,9.317050033,9.302629478,6.251896236,4.566876473,9.047401836,5.736147717,5.707831045
Introvert,5.286495362,9.065790978,4.5697355,8.223748751,4.701355708,3.856897681,8.101098917,8.472787146,6.989229033,10,5.373128003,4.574348126,1.679961578,3.965430638,7.821237584,2.71030783,6.332278877,5.377117676,4.493911769,3.614245542,0.16944512,8.70823041,2.310342962,4.316810542,4.024234191,4.22145144,5.096491128,5.056414148,4.957946557
Ambivert,4.048887927,6.223427789,5.948190976,7.337348176,8.931814657,6.828417757,5.657661214,5.280228339,6.945218183,4.722962498,6.986217018,1.355017189,3.156856557,6.604207549,6.525667042,3.706366112,7.75568569,3.278343884,6.366262348,5.966874857,6.278391543,6.042881886,6.805765515,5.204348105,5.916508971,5.714652523,6.864264895,8.8375795,3.371789257
Extrovert,8.388358391,1.646762502,7.19451305,4.459531587,8.040382626,9.400487315,6.888882972,7.733777478,6.459558947,6.817548659,9.505941879,7.021515053,8.563381657,8.666560284,2.311675678,6.563864625,9.136117467,4.344785797,4.93016225,6.244285178,7.227859639,5.132218837,5.396485273,8.959764801,5.860000085,5.550021322,4.04757978,7.72824415,7.476997647
Ambivert,6.71062434,7.48476764,5.662144947,6.147544068,7.085069224,6.297766812,6.526734912,5.070486502,6.527702623,6.090678923,6.061486172,4.196752952,4.844634833,6.143473802,7.023763619,7.849534722,9.54060412,5.0301695,7.37203703,6.533563851,6.488422928,8.379248174,6.211310073,7.260624904,3.253812676,7.915579059,6.810837494,3.463178806,6.80613339
Introvert,3.356333426,7.662225248,7.688196358,6.806849636,4.872605023,3.073342813,10,7.719113325,6.447701273,4.774390398,3.033125786,3.08735268,4.590243237,3.375847516,8.479873217,3.308100484,6.308843955,5.858091861,5.164236909,1.181719458,3.950370922,5.56867486,4.394393763,3.951774732,4.74102013,5.613087323,3.285413634,2.321016158,5.914350997
Ambivert,5.126850542,4.958298309,5.717990223,5.497398261,4.764767077,2.440703119,8.259141247,5.3097812,7.689017258,6.384456941,7.590916121,4.633368987,3.54046178,7.734032063,5.598109167,6.889509735,8.971350462,6.092393439,5.220952507,5.968268464,5.443179388,6.00763216,7.513953971,7.207727578,6.926278833,6.96703591,7.994430034,6.054011077,4.530303264
Ambivert,4.539025008,5.821726927,5.620497516,7.535287646,7.134262778,3.112816509,5.066192707,6.349644069,4.773034297,5.154718959,5.791327604,5.826397589,6.016450864,7.858111138,6.280012722,5.06667627,4.922821945,7.209727814,5.939791992,3.796595177,5.744398985,5.63434439,7.518278396,4.030653759,6.778497753,6.390734976,5.833004734,3.962041552,6.393945214
Ambivert,8.477903807,5.851041358,6.788594022,5.543005536,4.427480705,3.821379492,4.722471797,7.432804938,5.259903852,7.347678272,6.943216471,5.590614984,4.552843019,7.318107401,2.756115784,7.948274052,7.338541095,5.66824755,4.431106667,6.66760588,6.221944373,8.949309038,4.633266453,7.042805284,5.892976035,7.766028856,7.219984495,5.31606033,7.059193653
Ambivert,5.644313562,9.401010609,5.171550785,7.202346913,5.212301306,3.90877416,9.806402983,6.819375029,5.308213847,8.288238901,4.170145982,6.188548885,7.150411006,5.47335656,4.944895599,6.21322348,6.275552346,5.335804312,4.233098935,4.889041036,4.111085836,5.736143834,4.88561873,6.832487951,3.376069736,7.51268327,5.100823544,5.497734029,4.834085934
Ambivert,6.083413047,6.394735514,4.311261507,3.366996281,7.219724086,9.017078719,7.549344797,6.195062152,6.569942826,5.747977625,5.618587615,3.893852902,6.867326131,4.310963076,7.063644206,6.193932865,6.315895626,3.989028623,4.565283706,4.447430759,5.396053681,7.478423671,7.178675788,7.14730616,4.981844448,8.106568706,5.833701959,5.47044737,5.351666102
Extrovert,8.486480121,2.271658803,10,2.758003809,8.584134916,10,7.47941794,6.259607311,7.151790193,6.669977519,6.813463186,6.197533158,8.224772621,8.073254028,5.405974551,7.416087786,5.928176546,5.89658625,7.704947663,7.787374663,7.526204965,2.180963554,7.412609716,7.795100592,6.358256225,5.686384926,8.1820944,6.512897778,6.927558728
Introvert,1.781372389,10,0.840979162,5.580131871,4.041965666,1.822181583,10,6.169272633,4.887507203,7.500819744,3.633569557,0.815651861,3.658921496,10,6.627097189,4.624384004,5.762523324,3.959341278,5.945467675,1.266664104,1.961161038,8.862586485,4.593651424,5.139880791,0,7.125649191,5.221849326,3.935257865,4.914339649
Ambivert,5.576231535,3.054742997,5.564765166,2.583830985,6.47494366,2.691808616,5.897419867,6.437374695,2.903041379,7.866826553,6.762579711,4.398785213,3.532425609,3.498155627,4.860742061,3.423773334,6.082133071,7.686366666,1.906967476,6.256479797,4.501179462,4.772769668,2.393363559,6.646185915,6.230179615,5.221925236,5.498038931,7.448211644,5.954974177
Ambivert,5.016635968,4.776987722,5.402803422,3.256248365,5.932906371,1.861969007,7.680819085,7.143263756,8.600925658,3.14801482,6.89580871,4.203168114,3.375365933,7.745890641,4.006665116,1.714599682,5.322756542,8.043684782,1.927834488,5.171009764,4.7392896,5.476207128,6.664937942,7.482444833,6.394445216,7.805604543,5.489199102,6.339365402,4.788617221
Ambivert,4.989778613,4.666492774,4.250471983,5.75329472,7.574426759,5.941694202,7.514885337,7.575810808,6.121257825,7.333381242,6.283545919,4.547296141,8.597629187,5.172632422,5.653889885,3.584689801,6.077510441,6.148270744,5.913273263,4.610584781,3.170868428,0.571625504,6.401821696,7.137845748,5.0360405,6.914123189,5.67501667,6.112572764,4.107596472
Extrovert,8.475438712,2.993578352,6.023223671,6.180556348,10,9.184724889,4.848231598,2.634018237,7.295881101,8.213332702,7.610119412,8.40805191,4.788420499,7.194741809,5.082759236,9.322526664,10,6.320240196,6.416953035,6.507829843,7.511585427,2.443679826,4.349472076,10,7.894718194,5.732703449,8.773107048,7.725122496,6.524849185
Introvert,1.62653554,8.519296068,2.80876712,5.595669843,6.128697953,3.048171472,6.886501325,8.069569758,5.022330354,10,4.157082857,3.422775791,4.097329192,7.874385811,7.718325804,8.662956632,6.843961879,4.992228684,7.89607393,2.974095756,3.745621212,9.970936198,4.867857763,5.191833521,0.646757261,6.096025434,4.95130143,3.873847096,8.101555631
Ambivert,3.692817369,6.153505101,6.049328365,6.032669482,5.475925391,5.652752396,7.8216906,4.259066027,5.738218722,7.197921593,8.124395792,4.760475066,8.091325716,8.096054978,4.760100549,4.248798187,6.10343978,8.958445328,6.221006909,5.282527559,3.425211463,4.506202401,3.519962775,7.138152407,4.790671656,5.54591143,7.679986476,3.951893483,4.330158676
Ambivert,6.254087591,6.125783459,7.071298929,5.661282612,6.756330923,3.391464265,5.038668777,6.267771562,6.449492261,6.326625566,6.317861792,3.88025339,5.593003612,7.743729665,4.246061353,5.743242121,5.535167369,6.248414157,7.705861608,3.299597671,3.985876054,7.092513101,4.149387734,7.146199664,6.134745274,7.218789798,3.339841682,3.906687084,6.453264642
Introvert,2.202584111,8.944856387,1.842865264,8.074600692,2.806745506,2.364916188,7.197789128,6.72102204,5.830013016,9.39053701,1.553882224,3.620770453,5.406471306,8.19216846,8.793164623,3.797631206,4.476516696,7.876462982,6.338294075,3.288577785,0.374752603,9.554129176,6.31106535,5.378445193,2.656736403,5.520834995,2.713609577,2.274145726,8.132655467
Introvert,2.48247642,7.909684416,1.823319168,7.665092077,5.821818568,4.360391922,8.597185625,3.864885743,5.272822077,7.520184132,2.912929084,2.728474792,3.295804641,4.38223788,6.405270212,4.662137779,5.183097917,3.659628784,7.657425055,2.343076643,4.341733203,6.531754915,4.937226792,6.462695648,5.80926599,4.618482021,5.802042317,4.567928179,5.815384199
Extrovert,5.106805171,4.934378567,10,2.985848936,8.020201881,4.746072319,6.08524251,8.785715816,5.867332911,4.078151376,6.928180345,7.147243441,10,6.352158572,4.131480608,8.877122818,7.393545972,7.026855656,2.769912913,6.352581317,6.081081199,5.243384231,5.133052151,9.758673166,5.43396236,9.237136206,5.963781922,8.570308093,5.715998915
Introvert,4.444624173,5.5820866,2.298217691,4.636563005,5.202585364,0.078721864,9.499671708,6.003809879,4.718895746,6.448335487,5.53959741,2.037712109,3.293243187,8.95567299,8.272011161,3.66469057,3.979928512,4.367776318,9.394445329,3.682813471,3.129264348,9.215482764,3.390220912,4.107428723,5.450650173,2.092776601,3.864242749,4.581128793,6.310622612
Introvert,3.786024318,4.171541223,2.49921686,8.852117243,4.501941411,1.284912084,8.11750231,5.917116908,5.70909291,8.344634204,2.914041554,3.439446496,4.299985219,5.930495951,6.666794362,1.051571065,5.682731418,6.97309273,6.716361498,4.007806205,4.22956605,10,4.278418166,6.527438924,4.898720827,5.636483165,5.562239845,3.659062083,7.733947136
Extrovert,9.062103178,4.111113771,9.828229114,5.53538606,4.211359223,9.604909381,6.703812781,9.752482462,4.087168736,6.788528938,7.22627491,7.740841733,9.402562606,6.563871808,4.620044802,9.252979793,9.180679344,5.699786197,4.363916391,7.394589909,5.996762984,1.002427203,8.332955089,8.711355553,4.210968856,8.378616024,8.911190362,7.043330111,3.743716268
Ambivert,6.080988431,5.00318788,3.030860113,5.954240712,5.971367958,3.499431708,6.021174672,3.85641052,5.445155991,5.700702034,5.680170322,3.43739077,5.440551901,5.034634457,5.530292642,5.437594038,6.375019776,4.537066325,5.422723722,5.615605671,4.368687094,3.853287682,5.349616905,3.662575119,6.083988538,6.154583629,8.218180349,4.607538018,3.126308602
Introvert,0.726064569,10,1.198032288,8.07756813,4.411428321,4.43890538,8.076564208,6.859805043,5.720291146,7.50974802,3.833600158,3.613168307,1.604395634,2.147418794,7.634136051,6.563434192,5.901639399,4.179023522,8.137080728,3.701127144,3.576291599,8.838099793,4.748679358,5.37168223,4.627449659,7.308319585,4.199234521,2.10548962,6.004640074
Extrovert,8.343498447,4.563971713,10,1.963129154,8.636116958,8.617271722,6.769570769,6.48705172,5.866771688,4.33168123,8.302979487,7.643220583,10,7.612390165,3.447660548,9.288379333,8.691000172,7.109533702,4.629779183,5.332691408,8.464499911,4.103654886,7.473385586,7.147093001,7.355444701,8.254242584,9.207635539,8.367594395,5.106911381
Ambivert,4.586299746,6.383221157,4.597703488,5.248061629,4.638552927,3.767775814,6.720541174,6.388662967,5.028726266,8.475072098,3.643722387,8.711433156,6.375967732,9.270661629,6.412604035,5.914833593,6.039054825,7.042337667,4.158499109,6.043435888,4.730489775,6.505494363,6.852634523,7.391198627,5.136238495,5.656836048,8.77372343,4.828513359,4.818221905
Ambivert,4.055714342,4.769874531,4.699076407,6.794980744,4.041788262,5.084697133,4.481696424,4.266546828,4.80465309,1.989378312,6.168136432,4.341231175,6.82869379,5.739570927,5.44719611,5.515483842,5.483824303,6.692299592,6.445310749,4.896581123,5.138993842,4.502027123,2.97708698,5.886112611,4.07507921,6.860619924,6.918029132,6.143040381,7.216279965
Ambivert,6.250072362,6.513756374,4.825301716,4.48010284,6.314904082,5.573505195,8.647087965,5.43343733,5.714843546,6.245024175,6.630325179,5.849709617,5.345750185,7.37181131,2.426438108,5.633839629,8.367330275,5.158392721,5.249659054,2.897509467,4.961038751,5.89480572,4.686141058,9.052144613,4.803558141,7.435849513,7.459924943,3.08917384,9.178918881
Extrovert,10,2.405387041,7.519677417,3.833500145,8.170395506,8.144848252,8.247671575,6.483254586,5.880967278,3.483597062,8.203890839,7.571747311,7.632507977,6.771280327,4.703150637,8.691224486,6.763479997,5.735766611,3.999990568,4.340593545,6.980671275,3.203760791,6.139394718,10,4.567561424,7.962633748,7.003213813,7.092410409,6.498083025
Ambivert,7.740009128,5.589458926,4.811149923,9.220808609,5.363715774,6.374364515,4.983774366,7.893494796,6.095681581,8.191415594,5.431178372,5.989019342,3.931700495,8.002984991,1.703166244,6.599856894,7.883497398,5.372481107,4.91868112,7.442473271,5.686821222,4.721631125,4.2022245,8.616874156,5.539539267,6.644538686,6.924455153,7.413490388,5.826598719
Introvert,3.933217528,7.510561862,3.213724793,8.32144582,3.190409785,2.748227809,9.822116592,9.32293886,5.905432067,6.32589062,2.424093114,2.371666882,3.800576218,6.115474571,8.579808756,0,6.068969296,7.062011176,5.42491833,4.670082936,1.490704944,6.791870193,5.601692042,4.557749637,5.312079569,5.070870694,3.370991162,3.507975861,7.187674221
Ambivert,5.454657761,5.888720644,7.379154733,4.309511228,7.859261161,1.34529266,8.794020129,6.362262387,5.430227046,4.108794942,6.942831683,4.151584807,6.550599043,8.601341723,5.218232227,6.0259427,6.899016222,7.518815191,9.507646526,4.881496305,4.71663429,4.411823164,4.862813273,6.716179218,3.49556314,7.032236993,7.791578775,2.403408905,7.203568042
Extrovert,7.676686519,2.623655772,6.794711163,8.179855569,6.860273251,8.777590154,6.25810423,7.30228799,5.099685157,5.303046257,7.109129281,5.794306688,10,7.028135341,3.372088928,10,6.759393416,3.347720889,5.063714106,7.827263807,7.341047554,7.811507961,7.50078092,10,9.091232379,7.288336383,10,9.230372616,6.150189434
Introvert,1.64324462,9.501027183,2.113326484,8.558681366,3.146392947,1.284424526,6.711471152,8.54268869,7.619987949,9.597323316,1.239079589,2.426229821,4.914120305,4.977568255,7.863767209,3.377911664,9.032662285,7.708122275,5.794178316,4.792752444,4.768867159,10,1.989394754,2.248834477,4.919937087,3.742736679,4.432097471,4.488104186,5.522973439
Extrovert,7.595400224,3.679036104,8.04807569,2.767318185,4.598957158,8.424212015,3.822440133,7.765290538,7.958301162,1.833929531,4.29361739,7.389326552,10,5.513307476,3.60724896,8.146734901,9.18345619,6.908163544,4.632928837,8.079142037,9.97997217,1.918009167,7.627601301,7.99819949,7.226465834,8.112823705,8.546730581,7.302392231,3.587399452
Introvert,4.362785939,7.236222241,5.357311168,7.848986082,5.211357246,2.533433594,9.131077718,6.862025634,6.099356515,5.973259776,4.124518805,2.79467978,4.815825819,3.376074829,10,3.617764137,5.278117565,7.416025992,6.393459016,4.001806818,4.139538616,5.272948323,3.598351011,6.445535826,5.654218147,8.184159736,3.932414462,5.956704306,7.148013954
Ambivert,8.234708698,4.828878686,5.056795255,3.448626357,6.227886182,3.644054641,5.196526193,7.005453936,6.462378651,7.12958149,6.525225031,5.033894965,5.143826194,4.93299469,5.610597012,6.155910826,5.70328252,8.327298145,1.738912356,1.134745638,4.003829464,6.29877641,6.081962854,6.855862624,5.682138085,8.809882264,8.0414194,7.133585393,6.560176038
Extrovert,6.77527804,1.094960722,6.651450947,2.769184597,10,6.910020161,5.456888952,6.616139657,7.787980404,7.281156654,6.342098507,7.166405264,10,5.457874878,3.516837342,8.41970003,5.532925021,7.086733931,2.996980225,5.734179288,8.418674038,2.9407555,8.79728866,8.807955878,6.346910879,5.757038091,7.34786848,5.790288914,6.107590918
Extrovert,5.007479773,0.071576426,4.970869016,5.309237892,6.667422474,8.233228209,8.872226094,6.611067555,4.91175534,4.696879503,9.650838269,6.743073825,5.875010446,8.088007648,7.125294922,8.126410234,9.433659592,9.816883743,3.791011531,8.148069388,5.457957926,5.191319294,7.857913322,7.202916542,5.411730137,6.439880055,6.98859217,8.438154436,5.408904662
Introvert,2.203689006,9.399169419,1.858558944,6.14561222,1.674580715,1.509748526,6.664419981,8.719322675,4.443574509,7.448157905,4.519417993,3.736121233,0.784286894,4.696031697,5.465735066,0.806304897,5.421855139,6.631298336,6.252981328,4.16073066,4.515962364,8.609498266,0.751959758,3.882455585,4.867810553,5.768385924,5.436219734,3.897106226,4.463707056
Introvert,4.355931169,7.465765765,1.698640461,5.878837226,2.79389587,3.240502631,8.236025925,6.851365721,4.756329952,8.758573504,4.265437085,4.071912862,1.977422819,4.981934526,6.983511475,2.436598991,6.256369831,5.481968205,6.151508675,4.180595968,4.607246393,10,4.458297454,6.426481486,4.654512231,2.692152737,6.019462628,4.024224484,7.129551114
