personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Extrovert,5.023552325,2.109683925,7.122151913,4.7724219,7.706992211,6.053537694,8.446200729,4.608655936,6.222879018,10,8.135277286,9.180010421,10,2.315411142,7.713557361,8.261137597,3.793051595,4.226641237,4.837715615,6.975575909,10
Ambivert,3.954823865,3.857294852,3.464907717,8.726029641,4.796711358,5.531331424,7.431827005,2.501342029,3.766696358,5.965038113,5.075053825,6.212066676,4.852509453,5.588977289,3.513497172,5.033767561,7.031735824,5.111887795,4.340967509,6.631039738,6.578843274
Ambivert,2.117062271,6.728768578,4.575607067,8.062718592,5.33567374,5.082523623,7.177962942,6.713059485,7.993934201,6.890585296,4.105383978,5.938808353,6.580306336,9.474163109,7.139781362,7.4785836,5.012371785,6.491222499,5.242815088,3.386580011,4.882977116
Ambivert,5.012927508,6.289421552,7.399510494,4.737897721,4.465036561,3.006706187,7.878453613,7.21000417,7.272856336,7.003435107,5.547598271,4.166357343,3.392686319,4.663251776,2.893103358,8.886679878,6.019771151,6.193254422,6.228788041,2.35931502,5.992816301
Ambivert,3.683172703,6.330621114,4.526476142,6.178272063,5.494565214,7.190127329,9.793282344,5.608986828,5.654553095,8.133589972,4.419634118,6.139450444,6.174335519,1.105801605,3.907785163,6.444162721,7.243180777,5.513049534,7.372385945,3.61271003,4.349887765
Ambivert,4.278522402,6.537436354,6.848477641,7.096972468,6.682566296,8.973533764,6.210976911,5.239939934,7.799248179,5.180647424,6.496248117,4.248045613,5.654020145,8.827873162,6.347601599,9.281657314,4.686305393,5.087986822,2.009332427,7.091195339,6.414149324
Extrovert,9.63585222,2.997311676,7.947042862,4.124540462,5.824589279,7.399191898,5.607144883,8.159081887,4.910787753,9.408477354,5.237711244,6.64105772,5.143136496,2.301607058,8.426312434,5.496070796,6.726358338,5.072048377,8.627229272,8.554070764,6.617814192
Ambivert,2.86775641,5.481885259,5.751505806,4.072570531,5.956863201,3.939587532,7.408388745,5.845260321,6.295212768,4.033960848,3.338599489,6.643366992,8.036590774,5.576758517,5.895232462,7.321727115,3.228443461,3.132514599,6.272366064,7.039925312,7.199971807
Ambivert,5.694603612,6.745312223,3.663713893,4.865082895,5.108992289,3.928037096,8.828006077,6.578097569,7.271246385,6.744324468,5.929394186,7.099726584,5.844111846,4.601202574,5.15908075,8.716791749,7.361406478,6.33236618,5.227772947,5.689085473,6.85617113
Ambivert,5.685514664,6.500909526,7.245922109,6.941138706,7.897254374,4.793916737,5.182380963,8.304680169,6.262645655,6.446659126,4.062271918,5.550469729,7.48785871,7.694931988,8.711351963,6.895120245,6.455361965,8.015704338,4.026802656,5.555450421,5.453133007
Introvert,2.876416069,9.541123459,6.090239281,10,3.423309837,2.798486595,7.568213021,3.593801243,7.074559514,3.26561494,5.310544571,1.697608867,5.517425944,6.093931603,2.766921428,7.290591363,7.208536104,4.755957147,3.74111368,2.986822144,2.092410243
Ambivert,5.696168023,5.434588041,4.452716544,5.029158905,5.873900895,3.714246064,8.977915548,9.105665777,3.934675867,5.166025744,3.736686646,5.145970517,10,6.864965219,6.103990452,4.626282262,4.780880857,5.445576273,6.879349011,7.045365747,6.030677388
Ambivert,2.151577434,4.020430503,7.455275868,4.571196174,6.567722967,6.080342444,6.402875484,5.250490619,8.841056703,7.964595223,2.678830191,5.901245498,6.807978165,3.37241362,6.624604064,7.304044642,8.146969563,6.54582187,5.534981007,6.564394056,7.603441929
Introvert,1.785668226,8.355654826,1.096135069,9.692462794,6.556938114,1.883720118,10,5.713260673,5.449251244,4.882677097,2.434635782,5.262931287,5.245737534,6.967689493,2.732731126,6.792491098,6.989629796,4.631980686,2.988435021,5.951922389,4.296183441
Extrovert,10,2.132621136,7.91928889,4.351643252,8.566323687,8.447599163,8.62258387,5.581218178,3.083299184,5.920447735,7.248585742,6.256323584,5.466891421,3.121560817,10,9.020787667,8.1142996,8.170419592,5.473781117,6.759540793,7.13191078
Extrovert,6.204693372,3.980303383,6.241536914,3.416627176,10,7.847834331,5.574358388,7.706689904,8.485218817,10,6.263721752,5.5700682,6.695695173,3.228861307,6.282392325,10,6.341510935,8.226440429,7.485061457,5.25393138,8.374874662
Ambivert,7.99991622,5.931700639,6.066100173,5.710235779,7.72892683,2.701531862,6.800123582,7.711103495,7.296873593,7.354992017,5.32819054,7.215640611,7.081934544,5.938707744,4.64205221,4.76240803,4.999834419,5.014309683,2.898308935,6.126216445,5.98014748
Extrovert,5.889766382,3.077161495,7.69386716,3.787542479,7.832445368,8.717008846,6.820265806,6.634966153,3.035016348,10,7.441607419,7.402014002,7.274353833,2.389096264,6.455639022,8.945259016,6.298133394,7.874125486,7.80395776,8.294795985,7.532871154
Introvert,0.709439051,7.411959977,2.923754361,9.126837429,0,3.543361399,7.399732619,6.399025206,6.228591215,4.193734608,2.099071306,2.000406712,4.948082363,5.646637896,1.906138363,7.502406555,6.525955416,3.209745307,1.156237127,4.14306489,4.505436191
Extrovert,6.572331774,4.501014641,9.967915676,4.341494923,6.882423854,10,5.712813604,7.732550447,8.725673034,10,10,6.190170071,6.353351635,4.577492655,4.800879799,7.84000242,7.920733009,5.375862181,6.601978138,7.225666535,7.778176083
Extrovert,9.693624452,4.38585025,9.865288436,1.70445198,8.969169266,7.971507577,4.559162766,4.737020072,7.445858308,10,9.580016544,7.727909745,6.869195812,5.652284812,8.44663697,6.815345472,9.139323261,6.743324112,7.727825317,6.381277691,8.031412392
Introvert,2.180818755,7.159267279,2.741699822,7.809201927,2.104810777,0,6.878736295,10,6.582863853,5.005268137,3.982338864,3.072509596,6.209168287,5.352589198,2.079687881,4.925691153,4.362424856,5.11809883,4.123041047,2.185163639,4.572750112
Extrovert,8.518110483,1.157425589,9.660942927,6.753715923,5.091970171,8.023264024,8.800931545,7.631448457,6.99889404,9.8334288,4.919639355,5.171987074,6.087354227,3.589567715,7.530745927,5.30546857,7.691556217,6.752796503,5.24431071,3.382852491,5.821637773
Ambivert,5.610455383,5.769168084,7.225538649,7.664022452,6.389505156,4.734897579,7.64782392,7.176110971,7.383049943,7.319356136,2.971569721,7.117920646,8.700174496,3.531048638,8.055068262,5.42774921,6.416613364,4.586688247,8.370916811,5.032270563,5.255925699
Ambivert,5.418306726,7.278853795,7.164189143,7.881155658,3.604339307,6.045890448,6.045483592,4.22000221,4.558858992,5.873837821,4.453540125,5.089098648,3.679989209,3.024172477,7.071913056,5.481137859,6.618314597,5.033052866,4.322783964,5.834671147,7.301616096
Introvert,4.911177139,6.107316781,3.221615953,6.746922648,4.127043038,0,8.263736942,6.636164098,5.683173928,2.195590309,3.26711731,6.741446119,7.618097529,6.951863873,4.817441812,6.928785669,6.465729059,2.913722197,3.846389305,3.235846894,6.714102517
Ambivert,6.657276911,6.20554331,5.995885484,6.542062105,5.702843245,3.949650693,8.517675353,7.826430139,3.921569767,5.165020106,3.815448604,4.463714459,8.212995191,6.96086655,7.076108771,8.067630125,5.440664377,4.768297444,4.842372353,4.519999678,7.519870612
Ambivert,3.785645204,4.268538148,5.074527354,7.424175525,3.748219796,3.638165164,8.069963217,6.911647857,6.562653996,9.194472987,6.727940144,5.166040958,6.292854637,5.201021219,4.39979066,6.27515997,7.330036632,6.274992136,7.624937033,4.183479928,5.933510586
Introvert,2.586643825,6.474643653,6.501027906,8.111309654,6.83786656,1.463499527,10,9.20530445,5.432148207,6.167740062,4.305153301,2.942963603,4.667547293,6.235773738,2.178852407,4.170114519,5.172954302,4.518138497,2.983761914,6.124616616,3.700146579
Introvert,5.61515973,9.396776783,3.598506745,9.774696596,2.986555936,1.727039949,7.822508635,7.693013308,7.223333226,3.70713267,2.684731544,6.258112224,5.1565651,7.313504794,2.767853396,4.61885756,5.925341046,3.53221743,2.749195057,4.134320161,4.709589833
Introvert,3.479342684,8.975512495,2.876779109,6.715232394,5.467413096,0.779697954,6.723863855,6.610648219,7.801952376,4.807638262,2.578467976,3.041667023,5.125272161,6.537889765,4.270614098,6.182358841,8.654517165,4.154216597,0,2.220112994,5.111884101
Ambivert,3.238231054,5.27156436,6.254734287,6.319778573,7.937434522,6.496416722,8.621706497,5.765498773,6.409489931,6.49953476,8.429090928,7.850309979,4.064598867,4.897681125,5.243282247,3.418212584,5.04609993,6.995724718,3.495582096,2.580826012,7.484959998
Introvert,0.844441646,9.184249771,3.407437998,7.109791277,2.860563202,4.297398568,7.952207815,8.433161149,6.844997988,4.440785851,0,3.274075893,6.626761425,7.212817041,5.191228153,9.343910182,8.093142967,4.548543981,4.266656503,4.042250578,6.369428336
Introvert,4.335217963,9.025279516,6.093653163,10,7.117400223,0,7.913456279,8.121868637,6.341378941,5.072512927,6.296615843,2.633719081,4.346763291,7.325738027,4.089993717,6.611475171,7.024400179,4.157289129,3.76664843,3.686219645,5.675457796
Ambivert,6.553655976,3.270628086,5.467124389,5.917411638,4.713479276,5.286229513,5.333404424,7.067395353,6.151908913,6.315487297,3.760705696,6.728011228,7.637917687,5.383744708,5.082444264,10,4.381460158,4.928609238,4.611624209,7.647681746,8.984995927
Extrovert,6.617951637,3.126407127,9.148517282,3.684137515,7.832533248,10,4.568117883,1.718178021,3.240737558,7.592816,9.76530707,8.083415427,7.190314506,4.926571856,5.697199192,8.401154198,7.996179691,9.5359571,7.61012458,8.982849643,10
Ambivert,6.621445268,7.619207882,5.320776655,4.2955648,6.443224049,5.212994035,9.680704344,7.312512993,6.150196892,7.683111905,4.942064419,7.053446457,8.06029724,5.327316367,7.192784773,7.355339638,5.157501737,5.081867797,6.085191936,5.718943841,5.181850374
Ambivert,7.899088205,6.210721059,2.968754679,7.242408451,3.882191966,3.589849667,9.406530351,5.2622192,5.154371794,6.12807599,4.40107509,7.224516465,6.962201912,4.396182212,5.202408117,6.99069831,4.224799583,3.639744773,6.213930682,7.551409598,7.214350758
Introvert,5.186788259,4.076332516,3.002195067,8.662849927,3.733516275,1.033547699,9.435179208,6.466592166,4.602993898,1.750473102,3.124298329,4.479611555,8.688738704,5.790092507,4.160473929,6.566438223,4.885656871,3.697096573,3.613176093,3.142728078,4.265008965
Ambivert,7.906417055,3.894026194,6.780201044,5.972675394,6.969404469,6.823477142,6.052333551,4.650855908,4.713002185,4.559381368,4.929006954,4.578655518,8.123005304,4.795303684,6.757728247,7.292131306,5.138925598,7.227315048,4.895754658,4.677877513,7.015645232
Introvert,3.833233163,9.493660953,3.203930475,8.904718267,4.509254419,1.197799981,7.324995238,9.319306198,5.643421587,4.018616164,3.959174423,2.770191195,6.462571603,5.62729525,6.752242468,6.067936373,5.923846169,3.518191851,5.305671222,3.664868785,3.099627492
Extrovert,7.733510271,2.164252361,6.265637178,5.607181681,9.976383732,9.472682648,5.294618545,5.651344987,6.038538341,8.544765762,7.427713182,8.246318123,4.821998268,3.445493013,7.173738315,8.625888031,4.762455093,5.366967638,7.916385335,8.451074908,10
Extrovert,7.396279879,4.682008711,10,4.302925937,6.218916211,7.721543352,9.519310059,6.67043218,7.223427373,7.962872396,5.986454051,8.425035098,8.426951897,3.904609287,9.096136523,10,2.769149184,7.017771875,7.668784081,6.409665553,6.794147585
Introvert,2.973919667,10,1.215458754,8.666802016,3.634443786,1.177910968,8.654026646,8.053032341,5.740640806,6.62457253,3.590961309,4.383599544,4.106909469,4.66644257,4.670071777,4.770906462,5.843694469,4.771116437,3.549977762,4.398167183,7.331558086
Ambivert,4.185965043,5.143078279,4.340529651,6.812521299,5.21876611,6.775467129,6.838782705,5.879185005,5.661714959,6.839624125,6.087667949,7.438326915,5.834057765,5.504306106,4.29635768,6.599107426,4.330363066,6.17584486,5.334998589,1.111053612,9.112093684
Extrovert,7.461051913,2.0732407,6.312418318,1.358245766,6.635084389,10,4.367319942,4.721280138,9.205615228,7.702154897,7.449014223,6.492723333,4.506367974,6.195690111,6.403181649,8.199124404,6.785541302,5.139018091,6.483417416,6.620360902,9.176689734
Introvert,4.912679622,6.490772624,1.445558951,8.707138928,3.547729911,2.680588385,9.772905401,6.581334372,4.935613809,2.348706129,1.460409965,6.087124677,5.209866058,4.957480253,6.334851441,7.385216134,5.954044515,4.901564669,2.40633925,3.269446228,6.929454767
Ambivert,3.086393487,6.637365054,5.567497657,3.544193067,6.328806277,6.249986602,6.292775883,6.787390156,5.199215542,3.957009868,2.775637954,4.796140461,9.561426238,4.051173744,4.76155501,7.450999894,6.157082128,5.931861381,5.188833797,4.271310393,7.522657467
Extrovert,5.688995411,2.095979879,8.916438717,4.011236422,6.940023822,10,4.880590822,7.881945508,7.619860133,8.489453733,6.006051813,9.571966099,3.692789714,3.597811781,8.294953589,9.548051287,5.38555178,8.50879696,9.164958118,6.894771978,5.702714416
Ambivert,6.745795907,4.896645195,4.619589691,6.845058012,4.908123919,4.4610846,5.995119541,6.009736765,7.99262699,4.790425484,6.898262367,5.344636579,7.420610308,6.725381712,5.594250932,9.483972104,5.658553681,5.387160096,6.21312422,8.160900125,9.71640337
Extrovert,7.474740613,1.337143183,8.846515306,1.260157891,8.493211688,8.044753556,6.09665942,5.077131248,8.077321171,8.840592985,6.831591387,7.630771193,8.273694891,3.913798444,6.771187036,6.899647509,5.152563158,8.71307102,6.579174347,9.804647793,5.581356445
Ambivert,2.611535463,4.851153235,6.653619836,6.077599258,7.830309066,3.13117774,7.49315762,6.16878671,4.855225503,5.940958359,6.186552561,5.693362158,6.899491939,5.183842044,6.056491514,8.151094079,4.950972245,7.098179153,6.118173824,4.729483731,7.355864724
Introvert,2.907998765,6.939925719,2.506589365,7.469524287,5.659514093,2.919177674,5.777678336,8.095422925,5.484877791,4.153191059,2.482658182,1.211982465,3.001219393,7.040099468,3.402818365,5.540319283,8.434754427,6.048638582,3.229904577,6.375679835,4.95284976
Introvert,2.693817623,5.027025104,0.729293015,7.627075519,4.716468835,0.530552286,7.978284573,6.327470503,7.559344058,2.750763109,2.215775314,1.891369378,6.886479959,5.81243688,4.189708679,6.715797327,9.057394214,3.978522407,2.61273286,2.272102901,3.956232195
Extrovert,7.353373285,1.741987042,10,5.165084074,6.278088931,9.57990036,5.485316652,5.966392256,4.833647928,6.175426698,9.072770106,7.754343049,10,2.04584366,6.763832889,7.278517383,8.466736539,6.985540548,5.917616709,9.582227593,10
Introvert,4.02855904,9.119284436,1.994052702,10,2.529384432,1.038322404,6.969133788,5.698356559,6.253611531,6.058874198,3.390745302,3.596093201,4.193587809,7.427205831,0.708682808,6.107667588,7.856076765,3.640991274,5.223514338,5.553229806,3.467487081
Ambivert,3.500206647,7.523493479,2.184883966,7.10288223,5.077899966,5.487642253,7.982395743,6.232019306,2.293534552,5.261139178,3.494535492,5.486514987,4.227085004,4.242834265,8.523921112,8.072472711,6.004207166,4.859946206,4.989337893,6.064777264,6.520751685
Extrovert,8.019478122,2.83999537,7.41644001,4.03780769,7.261040189,7.690999617,5.971161008,5.141113495,5.932732082,7.522337136,8.595604146,9.345382888,9.506039587,5.289573799,10,8.570694667,8.150866052,10,7.340751168,5.768041819,7.691802972
Introvert,2.683541258,8.050542748,3.875588177,5.980338129,4.372867734,4.404721573,5.325204221,7.142866363,5.626482033,5.87490369,3.899274323,4.102282414,7.183592016,5.565184037,4.291860815,7.824489241,8.067834469,1.889095628,1.822420303,3.843905155,5.375113761
Introvert,3.056737842,8.428973694,4.100413331,10,3.038814432,4.870933655,6.811216838,7.041407004,2.826564683,4.879565856,3.043820731,5.594494788,5.573954795,8.373972369,0.801850703,2.925328096,7.698497027,3.348883759,5.728934203,1.787549265,5.867986287
Ambivert,2.901720763,8.44391625,3.794528039,5.755119216,6.613682823,5.898773025,7.464151705,9.671444586,5.609774601,6.778218173,2.650561327,7.050477752,6.781446877,6.520208879,6.390555371,6.39002237,4.122474507,6.511019478,5.478407779,6.305522498,7.874360636
Ambivert,4.716026668,3.985224432,2.726938001,3.470620705,4.458087304,4.32660255,5.478798896,5.455899398,6.060978394,9.217437898,6.017434622,5.395404722,7.2953336,8.756638507,6.744743698,8.045250357,7.31555402,4.976131079,5.639680934,6.452788457,5.136060633
Extrovert,8.029653787,1.106785964,8.45884837,2.266026751,9.693158717,9.732057356,4.02888629,3.281859663,10,6.688345432,6.326504469,8.24906969,5.85213102,2.664149861,10,9.317855294,3.346149885,7.777629931,6.859205883,9.121879178,7.264062133
Extrovert,8.811739454,2.92260772,8.775377778,2.096159559,7.80496036,9.94040026,7.948656284,6.560510361,4.469839726,7.149957906,7.662438628,7.677515748,7.61448836,4.33446632,7.488721998,7.921676215,4.833090554,9.695082556,10,7.085294326,6.46582267
Introvert,5.769594758,8.591314123,4.676882461,6.328826326,4.752570784,0,10,7.912122777,5.666132049,4.416205326,0,5.616184218,7.504570184,6.652302078,3.982512043,6.041333862,6.783773655,2.091092599,2.842809032,4.87128906,0.702162893
Extrovert,9.208922583,2.949948991,9.504832219,5.520975467,8.089016695,8.798557026,5.566615892,6.380143442,6.850112502,7.376990129,6.372472862,5.632961891,4.655262786,4.644342719,8.635309717,10,5.312938804,7.163456275,5.760493037,4.548729319,8.934763052
Introvert,3.691732801,5.95318738,3.220010524,8.297431434,2.147721802,2.897855279,7.574295059,7.300974615,3.676135387,4.927311649,2.153650323,1.308113891,3.816331012,8.686182992,2.378240824,6.561721601,3.899475003,5.007492519,1.51705473,4.358514073,4.250044534
Extrovert,9.907212188,4.327211172,6.622118279,4.811391045,9.060153987,7.446752701,6.588685518,8.638186501,7.280041109,10,7.845852441,7.363385335,8.369983188,5.207264113,10,7.892834197,4.203781933,6.829186153,4.653287051,6.448010149,7.083510319
Extrovert,7.54426633,2.792793189,7.276063156,0,6.746471144,7.613828024,4.22045694,7.107692272,3.807337931,6.809241256,4.615004849,7.770164912,7.367348406,2.758667066,8.06337856,8.966174475,5.963453041,6.005698829,9.785042144,6.909519914,7.755437497
Ambivert,7.830892245,6.331565899,5.135563616,7.151468113,5.267940103,3.338859006,6.653832751,8.214464192,6.761303487,3.864136589,3.370195503,4.143902234,8.487282429,5.299677066,5.772850674,7.726039208,6.323111272,4.590977328,4.576028655,5.491961738,8.288940229
Extrovert,9.678909185,5.329187475,6.626965123,4.944623743,5.258638458,8.726689344,7.171611811,5.669534719,4.229656423,8.319281782,7.700474096,6.81822056,6.838836908,1.807766084,7.745007386,6.947560571,8.926286397,7.871615782,7.477779554,6.187884456,10
Ambivert,4.831183314,3.305068364,7.121463959,3.313040697,4.825490176,3.661524231,5.608394976,8.004839847,3.860007371,6.281002025,6.520711672,5.903159811,4.860063834,8.779337585,3.465937005,9.48885069,2.479926039,5.749273078,3.439387228,7.529773607,9.158761261
Extrovert,10,0.422460422,9.541788759,2.132624289,6.850851057,9.062542425,7.197589701,5.240165759,4.923679178,7.390235912,7.194881471,8.12289276,6.017113991,3.135224065,6.271736974,9.513554652,5.08179634,7.287495845,6.086510868,8.503092115,6.485530618
Ambivert,6.170402972,6.348346895,3.40605301,7.707030291,5.041618549,5.440749705,8.345383424,7.838243334,8.118501155,4.863131662,7.321274787,5.518913668,5.559193204,4.356281069,7.43506392,5.104079638,5.826965542,5.554914711,4.808605474,5.179504682,8.992872217
Extrovert,10,0,7.517481972,3.105693528,8.457047818,5.956850836,6.794796133,6.059958295,4.617781545,9.955426361,9.213139391,8.654683652,6.218306133,5.070408922,7.831836424,6.669213662,6.176470232,6.814010921,8.834680298,9.485791264,8.680459956
Introvert,3.454773381,7.400183172,6.093269351,9.514119115,4.45325909,1.173254339,10,8.978244118,6.374016566,4.699386265,4.379681344,2.437271885,6.207175615,6.407162451,0,6.483976917,7.42832539,4.231744771,5.666198014,2.973341877,4.772787591
Ambivert,4.657105211,4.643054756,7.244324001,6.015206525,9.387717243,7.119073264,9.539126738,5.447770895,6.111201501,5.253162564,6.973025045,7.139779183,7.064375249,7.387363802,5.9857811,6.042859471,8.879089915,3.905215786,7.069159559,4.737784041,4.022655461
Introvert,1.848695035,8.539778473,3.282319734,7.230722113,5.338719187,0.539836722,6.59274973,6.902360507,6.918222422,2.483158477,3.933552031,5.529685457,4.845829067,8.017203872,3.174120105,5.197742197,5.437259727,3.930804462,4.20021638,5.489292113,5.700778305
Introvert,2.466384818,7.000837495,4.643814217,7.79012982,6.784564535,0.907609115,7.641354887,5.227903544,3.810783295,2.0402722,0,1.597102133,5.219621453,5.171007055,5.845002707,5.283679639,4.549101923,5.561063636,4.829310034,3.238568248,6.307656843
Introvert,2.143057587,8.737949269,5.47409159,5.013131111,2.232783195,1.95695675,8.541523386,6.920361652,4.521786469,3.295064253,1.84048806,4.391187152,6.192997062,6.843593147,0.993984047,4.43815873,6.113041173,1.61459181,0,4.271438667,8.623838761
Ambivert,7.407082835,3.899516214,5.641915749,6.571160811,5.921484512,6.36893063,5.845141572,5.904785046,7.722065043,8.062608411,4.095932142,3.689682964,7.210489681,2.631446555,4.954680224,7.020328016,4.831822209,3.264963276,6.624918307,5.229380105,5.852619772
Introvert,2.956538633,6.136881221,0.964618544,6.201051244,6.226851248,1.755007582,9.110922012,8.08898861,4.164976946,4.278417992,4.840642709,2.600050409,6.52949232,9.769919646,1.249159662,6.302756733,7.968109725,6.516963024,3.336064201,0.851882592,5.070452418
Ambivert,3.078965991,5.528924418,6.789507138,3.25546029,6.36172946,2.854108074,9.075750856,5.273190769,3.494756642,4.797434759,4.832448334,5.515322789,5.176428618,5.412828183,5.256509621,7.049920073,8.531593634,4.243203452,3.15409016,3.41394182,3.314572997
Extrovert,8.319506474,3.157922215,9.367209378,1.777657076,8.268511341,9.720301877,4.559922517,3.728284307,6.842788833,8.676352738,5.738530802,5.968463578,8.208330514,3.048858779,7.005685189,7.844512078,6.222435836,5.755619812,6.67552349,7.000491578,7.992081739
Introvert,3.188269565,8.442810636,1.491387405,6.636676812,4.937713533,5.674272483,7.190447538,6.473704954,6.128006131,4.413362297,2.73781324,2.227309133,7.123244698,8.261631956,3.085374895,6.163487623,7.706848649,3.57666485,5.690154597,2.650049837,5.065395153
Extrovert,7.297088568,5.219364805,8.390767107,4.877683752,5.876739136,7.551330531,4.451407105,5.367688095,4.896031935,7.083827866,8.288797631,6.515876284,3.772328469,1.383822047,10,8.183884038,4.533636747,7.084857561,6.606852885,7.763621243,7.642082625
Introvert,3.401388033,9.920914964,1.814008942,6.801446432,6.055211216,3.188612941,7.036775663,7.520289756,5.820209803,3.39996811,2.586233508,1.627812698,7.036691336,6.779830816,2.964487652,7.630324672,6.860191673,3.231941006,0.988998075,5.148631106,4.336758017
Extrovert,7.93383585,3.677425799,5.532889225,5.128621735,6.528199491,6.76581665,5.310972973,6.150159612,6.103669514,9.417717678,7.46458952,9.855684331,5.382083039,6.154997977,10,7.433575029,7.512627687,7.8647108,3.891919418,9.168155745,9.037037142
Ambivert,6.450648051,6.714089843,5.831049233,7.327891095,5.035806246,6.866779461,7.231500299,5.905988653,6.169685909,5.114237357,4.995932472,3.287873382,7.868861158,6.557706575,8.209133978,6.84196401,7.303587585,3.223816105,5.207942178,4.81480511,7.831506493
Extrovert,8.862468408,3.393208564,10,5.447050668,6.70257412,9.950108394,5.57339425,7.07402434,9.985510015,9.624277912,7.603302359,8.043509553,6.214161631,6.511205059,10,4.511840647,8.607295964,5.473654528,6.637758382,6.144046226,8.2438666
Introvert,3.547354285,9.769253553,3.481855037,10,4.129555797,3.164046248,8.073411816,6.565856538,7.865566532,1.777477552,3.911366154,0.555763964,8.528553143,7.622419556,6.228448984,6.913798799,8.491831348,2.024559922,1.735362299,4.105078171,4.808545579
Extrovert,6.051716144,3.545823875,8.265327124,4.706602249,8.568205084,9.310270781,3.38713288,7.954434935,6.90253436,7.799080932,6.403554722,8.000882799,7.207019052,5.518805278,8.104608772,7.060101748,4.801985828,5.944072012,5.701914045,6.975341258,7.761993028
Ambivert,8.678525092,4.671636271,3.50105316,6.872174711,5.324487389,6.696493075,6.461484804,7.182057326,4.655549364,4.575794995,5.464347741,3.770677248,4.297828863,4.626698426,5.615623213,9.161885639,6.424925295,4.674182771,6.420878288,3.299265561,6.957918019
Ambivert,3.166021445,4.371302435,6.442412421,5.035376632,4.099879144,5.11328622,8.493984561,7.319665463,7.425119704,7.673448734,7.802464752,7.558614814,5.686300682,5.400796511,7.10755571,6.216732337,4.244625279,7.841452082,3.62784726,6.104829896,6.021643693
Ambivert,5.306936235,7.226471895,4.66970113,2.531108282,4.126134274,1.856894525,7.299076047,7.516912968,4.030026311,7.968631797,2.907039685,2.068231515,5.288401815,3.352884988,4.863688032,5.515394134,3.959178669,6.011906503,5.67569814,7.401047075,7.196884062
Introvert,1.358349973,7.725372113,1.833020627,8.484604185,3.005630411,1.872889521,5.843408349,6.975690469,5.768053486,2.082184692,2.171175153,3.325036537,5.239567463,7.095116654,2.91171192,6.209965841,7.644038584,5.99041212,2.135296188,3.995294514,5.181953477
Ambivert,6.094507242,8.375195806,6.823345,3.947756156,7.144157995,4.022277681,6.474838827,4.826852727,5.719518515,6.404452722,5.448804586,5.080973883,2.614830263,4.303102886,4.63917297,5.037970757,5.689884326,5.007145454,3.136491078,9.069981303,8.864679799
Introvert,3.207608587,6.343339968,1.176575883,5.902755269,0.781212387,1.445509816,8.468613998,7.626216237,5.489959282,5.106083121,5.027810284,0.263358775,7.388022707,8.622338974,0.06289211,6.456038996,6.997461223,4.641050893,4.278069194,3.508078221,5.712952962
Introvert,2.746850873,9.877159816,2.682268027,6.253089683,6.402245851,2.586171513,7.022871642,6.178563271,2.616414647,0,3.144058042,2.579000595,8.519902249,7.685646239,1.835990206,5.435134196,6.691366855,2.59611114,1.285017045,4.838510549,6.390382178
Ambivert,7.776659176,4.860270753,3.778202114,6.97262253,4.900479973,5.510678578,7.810769017,6.34249091,4.526735996,6.730680269,3.296782594,6.858024499,6.998610724,6.051670552,6.334786619,5.536927332,7.182347048,5.836311444,3.601302493,7.573429354,5.99000743
Ambivert,7.162743876,6.110898737,5.05077657,7.449413222,6.636870119,2.95478096,9.315822684,5.677649718,7.295445956,6.056976265,6.285939577,3.792869709,9.632773613,5.305623451,7.843254299,9.218787822,5.633860141,4.139011332,6.210690305,6.653360259,8.526905237
Extrovert,7.509326985,1.047403709,4.711701015,4.241386819,8.392678244,9.036408396,5.084987384,5.882931266,6.994751258,7.818388835,6.372031289,5.65666349,7.941936974,2.956879783,6.938105308,5.928358119,4.890458653,5.573652339,9.258190043,5.846339791,9.566789284
Introvert,4.206201963,5.242257739,3.81241125,6.337651308,3.151789781,1.994508047,9.005208843,6.824559531,5.724380364,4.145829819,2.052943199,0.731012909,5.549160994,7.075744694,2.225120882,6.788918129,4.106328488,3.344549898,1.501240358,4.813486336,6.467574941
Introvert,5.347020387,10,3.585268645,7.575332827,4.813487611,3.407890838,6.670741957,7.021325836,5.076646843,4.069255431,7.423691532,3.727048545,6.189392314,7.950470768,2.876644412,4.462010934,4.512374463,2.670263086,4.217304977,5.280820555,5.543814873
Extrovert,9.652017559,2.341973542,10,6.116011828,4.791158191,8.474125118,6.240476161,6.673339059,6.692950209,8.675503199,8.088927795,8.631723988,8.388179957,4.373892736,9.504420307,9.552762827,3.276853434,8.266388913,7.881963898,6.310548567,7.878491256
Ambivert,5.295672122,6.97805681,5.863508655,5.602081734,6.049509145,5.579529874,7.739643736,6.332794088,4.523851927,5.845700772,5.463356065,6.338221622,8.053941192,4.31659757,3.434796209,8.616358579,6.103298579,6.227156393,6.931695669,7.320299562,8.17777079
Introvert,0.614548648,7.01533201,1.646735048,7.247202561,1.055490014,1.406936788,6.125118795,7.594272786,4.409011238,4.499744592,2.055127144,0.653061771,5.686959479,5.490658973,4.206322376,4.852561082,6.979963804,4.395415382,2.67352493,5.392085248,5.83939462
